path,subject,date,region,folder1,folder2,present
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-03-25/002,ZFM-04022,2022-03-25,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-03-28/001,ZFM-04022,2022-03-28,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-03-29/001,ZFM-04022,2022-03-29,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-03-30/001,ZFM-04022,2022-03-30,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-03-31/001,ZFM-04022,2022-03-31,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-01/001,ZFM-04022,2022-04-01,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-04/002,ZFM-04022,2022-04-04,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-05/001,ZFM-04022,2022-04-05,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-06/001,ZFM-04022,2022-04-06,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-08/002,ZFM-04022,2022-04-08,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-12/001,ZFM-04022,2022-04-12,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-13/001,ZFM-04022,2022-04-13,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-14/003,ZFM-04022,2022-04-14,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-20/002,ZFM-04022,2022-04-20,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-21/001,ZFM-04022,2022-04-21,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-22/002,ZFM-04022,2022-04-22,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-26/002,ZFM-04022,2022-04-26,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-27/003,ZFM-04022,2022-04-27,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-04-28/002,ZFM-04022,2022-04-28,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-03/002,ZFM-04022,2022-05-03,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-04/001,ZFM-04022,2022-05-04,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-05/001,ZFM-04022,2022-05-05,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-06/003,ZFM-04022,2022-05-06,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-09/001,ZFM-04022,2022-05-09,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-11/001,ZFM-04022,2022-05-11,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-26/001,ZFM-04022,2022-05-26,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-27/001,ZFM-04022,2022-05-27,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-30/001,ZFM-04022,2022-05-30,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-05-31/002,ZFM-04022,2022-05-31,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-01/001,ZFM-04022,2022-06-01,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-02/001,ZFM-04022,2022-06-02,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-03/001,ZFM-04022,2022-06-03,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-06/002,ZFM-04022,2022-06-06,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-07/001,ZFM-04022,2022-06-07,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-08/001,ZFM-04022,2022-06-08,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-09/001,ZFM-04022,2022-06-09,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-10/001,ZFM-04022,2022-06-10,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-21/001,ZFM-04022,2022-06-21,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-23/001,ZFM-04022,2022-06-23,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-24/001,ZFM-04022,2022-06-24,Region5G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-24/001,ZFM-04022,2022-06-24,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-27/001,ZFM-04022,2022-06-27,Region5G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-27/001,ZFM-04022,2022-06-27,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-28/001,ZFM-04022,2022-06-28,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-29/001,ZFM-04022,2022-06-29,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-06-30/001,ZFM-04022,2022-06-30,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-05/001,ZFM-04022,2022-07-05,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-06/001,ZFM-04022,2022-07-06,Region5G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-06/001,ZFM-04022,2022-07-06,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-07/001,ZFM-04022,2022-07-07,Region5G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-08/001,ZFM-04022,2022-07-08,Region5G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-08/001,ZFM-04022,2022-07-08,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-13/001,ZFM-04022,2022-07-13,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-14/001,ZFM-04022,2022-07-14,Region5G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-15/002,ZFM-04022,2022-07-15,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-18/001,ZFM-04022,2022-07-18,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-19/001,ZFM-04022,2022-07-19,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-20/002,ZFM-04022,2022-07-20,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-21/001,ZFM-04022,2022-07-21,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-22/001,ZFM-04022,2022-07-22,Region5G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-26/002,ZFM-04022,2022-07-26,Region5G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-26/002,ZFM-04022,2022-07-26,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-27/003,ZFM-04022,2022-07-27,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-28/002,ZFM-04022,2022-07-28,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-29/001,ZFM-04022,2022-07-29,Region5G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-07-29/001,ZFM-04022,2022-07-29,Region6G,True,True,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-08-01/001,ZFM-04022,2022-08-01,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-08-02/001,ZFM-04022,2022-08-02,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-08-03/001,ZFM-04022,2022-08-03,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-08-04/001,ZFM-04022,2022-08-04,,False,False,B
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-08-16/001,ZFM-04022,2022-08-16,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-08-17/001,ZFM-04022,2022-08-17,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-06/001,ZFM-04022,2022-09-06,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-07/001,ZFM-04022,2022-09-07,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-08/001,ZFM-04022,2022-09-08,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-09/001,ZFM-04022,2022-09-09,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-13/001,ZFM-04022,2022-09-13,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-14/002,ZFM-04022,2022-09-14,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-15/001,ZFM-04022,2022-09-15,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-16/007,ZFM-04022,2022-09-16,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-20/001,ZFM-04022,2022-09-20,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-21/001,ZFM-04022,2022-09-21,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-09-22/001,ZFM-04022,2022-09-22,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-10-11/001,ZFM-04022,2022-10-11,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-10-13/001,ZFM-04022,2022-10-13,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-10-14/001,ZFM-04022,2022-10-14,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-10-20/001,ZFM-04022,2022-10-20,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-10-28/001,ZFM-04022,2022-10-28,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-11-03/001,ZFM-04022,2022-11-03,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-11-04/001,ZFM-04022,2022-11-04,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-11-22/001,ZFM-04022,2022-11-22,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-11-24/001,ZFM-04022,2022-11-24,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-11-25/003,ZFM-04022,2022-11-25,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-11-29/001,ZFM-04022,2022-11-29,Region3G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-11-29/001,ZFM-04022,2022-11-29,Region4G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-11-30/001,ZFM-04022,2022-11-30,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-12-28/003,ZFM-04022,2022-12-28,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-12-30/001,ZFM-04022,2022-12-30,Region3G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2022-12-30/001,ZFM-04022,2022-12-30,Region4G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-04/001,ZFM-04022,2023-01-04,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-05/001,ZFM-04022,2023-01-05,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-10/002,ZFM-04022,2023-01-10,Region3G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-10/002,ZFM-04022,2023-01-10,Region4G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-11/004,ZFM-04022,2023-01-11,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-12/003,ZFM-04022,2023-01-12,Region3G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-12/003,ZFM-04022,2023-01-12,Region4G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-17/001,ZFM-04022,2023-01-17,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-18/003,ZFM-04022,2023-01-18,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-19/001,ZFM-04022,2023-01-19,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-24/001,ZFM-04022,2023-01-24,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-01-25/001,ZFM-04022,2023-01-25,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-02-02/001,ZFM-04022,2023-02-02,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-02-03/001,ZFM-04022,2023-02-03,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-06-22/001,ZFM-04022,2023-06-22,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-06-23/001,ZFM-04022,2023-06-23,,False,False,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-07-03/001,ZFM-04022,2023-07-03,Region4G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04022/2023-07-11/001,ZFM-04022,2023-07-11,Region4G,True,True,A
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-01-28/001,ZFM-04026,2022-01-28,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-01-30/001,ZFM-04026,2022-01-30,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-01-31/001,ZFM-04026,2022-01-31,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-02-02/001,ZFM-04026,2022-02-02,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-02-03/001,ZFM-04026,2022-02-03,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-02-04/001,ZFM-04026,2022-02-04,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-02-07/001,ZFM-04026,2022-02-07,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-02-08/001,ZFM-04026,2022-02-08,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-02-17/001,ZFM-04026,2022-02-17,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-02-19/002,ZFM-04026,2022-02-19,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-02-25/001,ZFM-04026,2022-02-25,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-17/002,ZFM-04026,2022-03-17,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-18/001,ZFM-04026,2022-03-18,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-21/002,ZFM-04026,2022-03-21,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-22/001,ZFM-04026,2022-03-22,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-23/002,ZFM-04026,2022-03-23,Region6G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-24/001,ZFM-04026,2022-03-24,Region5G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-25/001,ZFM-04026,2022-03-25,Region5G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-28/001,ZFM-04026,2022-03-28,Region5G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-29/002,ZFM-04026,2022-03-29,Region5G,True,True,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-30/002,ZFM-04026,2022-03-30,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-03-31/001,ZFM-04026,2022-03-31,,False,False,no
/media/kceniabougrova/Seagate Basic/IBL_server_PC_20250529/kb/data/one/mainenlab/Subjects/ZFM-04026/2022-04-01/001,ZFM-04026,2022-04-01,Region5G,True,True,no
